,outputs,gt,train_loss,error
460,15675.04767,17771.9,1676347.625,0.133770077
461,16195.58763,19498.68333,3849387.5,0.203950346
462,17906.3606,19279.9,3703623.25,0.076706788
463,17893.39189,18961.85667,3623377.25,0.059712814
464,17737.23599,17737.11167,2977237,-7.00883E-06
465,18686.08484,17382.94,889384.875,-0.069738784
466,20514.9823,16047.51,1223293.25,-0.217766325
467,18637.47164,15190.945,8186758.5,-0.184924581
468,17674.54055,13776.61,5353671,-0.220539286
469,16411.67506,13949.175,5820716,-0.150045626
470,15798.80691,14119.02833,4166503.25,-0.106323129
471,14767.27469,13740.94,2167879.5,-0.069500616
472,14104.42714,15589.32167,1420793.75,0.105278613
473,13188.21244,14380.58167,1396770.875,0.090411739
474,13873.73522,14214.01,1361668.25,0.024526544
475,13596.76127,13215.574,1070291,-0.028035152
476,13630.92404,14165.575,1628465.25,0.039223384
477,15195.71295,13796,1414199.125,-0.092112358
478,14204.57122,15005.85667,1019827.688,0.056410394
479,14046.34308,15053.26167,694096.125,0.071685462
480,13594.52155,15039.24,876181.6875,0.106272107
481,14423.68863,17174.12,649247.25,0.190688487
482,14038.10538,17319.198,4058257.5,0.233727595
483,16191.99344,17155.95,5639410,0.059532915
484,16115.01219,15265.90667,2424290.25,-0.052690343
485,15970.23644,14714.25333,1083682.75,-0.078645242
486,18449.20097,14437.42,1039805.5,-0.21745012
487,16741.58878,13296.794,8805399,-0.205762716
488,15873.06136,13912.882,5009324.5,-0.123490946
489,14336.65559,13791.19,1858814.625,-0.03804692
490,13923.04004,13852.92,1151913.125,-0.005036259
491,13869.23839,14012.196,774030.9375,0.010307532
492,13354.84845,13554.14,493073.25,0.014922786
493,12797.64563,11116.94667,160069.1094,-0.131328762
494,13219.07184,11345.42333,2661278.25,-0.14173828
495,13110.09795,11174.82,1432627.125,-0.147617353
496,12790.4499,12950.79333,1981825.625,0.012536184
497,12660.78551,11505.228,1156567.75,-0.091270601
498,10857.55924,11513.42,1021898.313,0.060405911
499,11080.45278,11223.064,785491.9375,0.012870523
500,11403.6253,11282.25833,785915.6875,-0.010642841
501,12439.55243,11392.03,591861.1875,-0.084209013
502,11203.11611,10969.815,217321.7813,-0.020824662
503,11199.80763,11524.77667,324261.375,0.029015591
504,11042.44328,11431.37,143440.4688,0.035221075
505,11311.44223,11212.655,119179.5781,-0.008733389
506,10644.2609,10184.06167,130646.2344,-0.043234493
507,11034.30943,10082.52,1250030.5,-0.086257272
508,11160.68687,9083.258333,378411.7188,-0.186138054
509,10904.68722,8901.901667,1327672,-0.183662815
510,10472.82588,8852.73,1473133.75,-0.154695199
511,9524.38204,8400.648333,939263,-0.117984947
512,9299.401408,6838.816667,1067440.375,-0.264596035
513,8486.221171,6925.46,1930733.25,-0.183917098
514,8157.744286,8099.958333,1366313.875,-0.00708357
515,7789.567997,8240.536667,776966.3125,0.057893926
516,7863.862539,8245.08,547733.125,0.048477127
517,6587.331385,8319.876566,404583.0938,0.263011693
518,7106.389171,8343.455,1369396,0.174077974
519,8176.304982,8068.02,472731.1875,-0.013243755
520,8245.633759,8597.7675,257590.0469,0.042705479
521,8334.832691,9334.633333,533773.75,0.119954494
522,8497.706888,9471.64,507555.5625,0.114611286
523,8599.587944,10127.16167,263506.125,0.177633363
524,8628.322439,10841.99167,1049995.125,0.256558473
525,9338.811089,11085.83,1703610.75,0.187070805
526,10587.79433,11110.965,1253604.75,0.049412621
527,10513.54386,11390.39167,1367713,0.083401736
528,11294.85227,11245.98,624601.625,-0.004326951
529,11842.59001,9931.071667,277396.6875,-0.161410497
530,11413.52292,10162.11667,1247847.25,-0.109642418
531,11001.86594,10171.3,675742.4375,-0.075493188
532,11112.22779,9696.593333,685430.0625,-0.127394298
533,10670.6377,10348.60333,1143286.75,-0.030179487
534,9765.027341,10319.46,274300.1875,0.056777379
535,9923.041275,10370.165,200016.5469,0.045059142
536,10160.5493,11009.38167,226429.5781,0.083541976
537,10009.574,10931.12,545455.625,0.092066456
538,9998.391962,11326.94833,277619.8438,0.132877004
539,10696.49766,11430.18167,1232287.375,0.068591051
540,10845.23203,11516.83,431743.25,0.061925644
541,11659.95135,10763.19833,164291.5781,-0.076908813
542,11237.47922,10118.058,466147.9375,-0.099614976
543,11442.36726,9920.46,388316.1875,-0.133006328
544,11161.20827,9089.278333,749564.0625,-0.185636706
545,10903.45986,8746.002,1670888.875,-0.197869106
546,10050.24514,8777.37,1549715.75,-0.126651154
547,9444.51381,9182.843333,955881.125,-0.027706082
548,9290.674088,9154.7,576695.9375,-0.014635546
549,8896.073456,9153.54,347223.2188,0.028941594
550,8410.110609,8358.121667,211481.75,-0.006181719
551,8464.369628,8530.402,214406.9531,0.007801216
552,8924.327216,8297.89,225398.5781,-0.070194335
553,8535.465706,8171.415,188514.0469,-0.042651534
554,8806.09968,8412.033333,490524.0625,-0.044749249
555,8259.706438,8605.64,99598.23438,0.041882065
556,8345.462597,8947.753333,55539.83203,0.072169844
557,8348.52455,8690.408333,116574.4141,0.040951402
558,8390.289102,8725.37,111336.1406,0.039936752
559,8204.937389,8662.378333,92471.0625,0.055751912
560,8793.265517,8617.296667,410338.9688,-0.020011775
561,9118.564971,8457.96,34440.30469,-0.072446155
562,8680.201122,7876.195,170338.8281,-0.092625287
563,8546.430284,7960.38,229134.6563,-0.068572523
564,8420.229499,7950.61,154524.4688,-0.055772767
565,8329.634201,6882.531667,148294.0156,-0.173729422
566,7933.493555,6935.48,792699.375,-0.125797487
567,7552.252265,6937.56,320814.4375,-0.081391914
568,7458.881555,7035.848333,364158,-0.056715369
569,7446.566621,7410.435,365681.2813,-0.004852118
570,6751.727019,7426.48,167916.625,0.099937835
571,6649.745855,6826.51,98901.99219,0.02658209
572,6996.082688,6603.876667,128539.8281,-0.056060804
573,7089.49223,6634.68,73126.14844,-0.064153005
574,6961.742239,7017.656667,72000.92188,0.008031672
575,7245.603234,6699.273333,201780.1406,-0.075401576
576,6728.627816,6784.41,92031.38281,0.008290276
577,6531.118837,6926.266667,47939.22266,0.060502318
578,6649.209724,7847.845,74652.79688,0.180267329
579,7116.540314,7941.46,309122.5938,0.115915831
580,6838.312052,8036.511051,360311.8438,0.175218532
581,7147.89059,8340.748333,732465.375,0.166882485
582,7393.863047,8368.1,707582,0.131762916
583,8843.2378,7895.416926,336597.4063,-0.107180299
584,8437.543707,8164.937426,689972.875,-0.032308725
585,8296.387495,8175.96,251630.4063,-0.014515655
586,8494.03547,8852.718333,183446.6094,0.042227615
587,8423.622535,8807.205,153675.6875,0.045536521
588,8117.845428,8930.6,123069.8984,0.100119493
589,8331.041431,8933.861667,177304.4219,0.072358329
590,8521.309126,9555.542,234739.4063,0.121370186
591,9472.329322,9658.11,318947.25,0.019612988
592,9200.116342,9258.398333,227534.3281,0.006334919
593,9280.147412,9010.32,152606.0313,-0.029075768
594,9154.38753,8928.55,99777.69531,-0.024669868
595,9942.094201,9334.281667,114902.5,-0.061135262
596,9625.368645,9259.57,272852.4375,-0.038003598
597,9184.262283,9239.55,50401.08984,0.006019832
598,8939.448428,9221.426,24702.04883,0.031543062
599,8984.279167,9639.268333,37314.43359,0.07290392
600,9400.703178,9753.35,93281.20313,0.037512813
601,9256.962439,9803.306667,102987.5547,0.059019817
602,9456.571723,9630.136277,206048.0938,0.018353856
603,9433.453582,9631.44,63521.14844,0.020987692
604,9935.282274,9228.608333,31962.92578,-0.071127717
605,9833.253146,9322.041667,130422.8594,-0.051988032
606,9721.033433,9310.37,111747.3359,-0.042244833
607,9475.750578,8468.788,105395.875,-0.106267316
608,9326.960421,8484.346667,462477.1875,-0.090341732
609,8974.070468,8463.52,267727.0625,-0.056891738
610,8955.541598,8652.038333,277258.375,-0.033889996
611,8832.65543,8511.458,275085.375,-0.036364764
612,8367.158068,8471.06,101148.7578,0.012417828
613,8194.695633,8106.118333,70839.5625,-0.010809102
614,8390.771041,8240.055,49140.44531,-0.017962121
615,8533.209783,8239.08,53729.72656,-0.034468833
616,8057.707398,8507.406667,45634.38672,0.055809829
617,8360.586716,8385.556187,194496.1719,0.002986569
618,8143.87805,8396.63,23358.91797,0.031035822
619,8256.732138,7555.74,24657.80078,-0.084899465
620,8145.986987,7566.193333,165807.6406,-0.071175372
621,8344.877685,7576.78,163399.2656,-0.092044211
622,8143.432688,7342.908333,223917,-0.09830306
623,8012.656517,7361.831667,422733.8125,-0.081224604
624,7401.260422,7344.56,226085.1719,-0.007660914
625,7382.422365,7459.876667,114904.6094,0.010491719
626,7380.282396,7385.395,84384.44531,0.000692738
627,7359.550589,7386.72,38785.83594,0.003691721
628,6893.158648,7535.146667,21792.10156,0.093134084
629,7354.483171,7645.146667,349708.3125,0.039521947
630,7476.870276,7637.14,24592.83398,0.021435403
631,7403.612637,7500.273333,23454.57422,0.013055882
632,7483.031709,7615.722142,27583.74414,0.017732176
633,7623.258551,7619.43,13813.77148,-0.00050222
634,7720.403067,7676.271667,7521.158691,-0.005716204
635,7646.168133,7620.153333,12203.6123,-0.003402332
636,7570.507812,7615.54,6105.126465,0.005948371
637,7615.726925,6776.888333,2435.824463,-0.110145571
638,7538.459855,6875.678333,276862.5,-0.087920017
639,7506.047769,6879.31,199699.9844,-0.083497706
640,7357.032929,6315.7,222060.1719,-0.141542513
641,7243.36225,6647.013333,581777.125,-0.082330401
642,6651.762547,6637.41,310375.5313,-0.002157706
643,6663.749675,6509.426667,175450.8594,-0.023158584
644,6660.581846,6464.411667,182465.0313,-0.029452409
645,6422.813935,6445.79,78791.27344,0.003577258
646,6140.418853,6737,18511.99609,0.097156426
647,6571.240913,6714.718333,241639.2813,0.021834144
648,6565.884576,6760.83,27557.55273,0.029690657
649,6401.049525,6332.573333,31681.46289,-0.010697651
650,6515.594031,6141.605833,67035.21094,-0.057398941
651,6705.681405,6170.46,70799.29688,-0.07981611
652,6609.910181,6211.4475,84265.125,-0.060282617
653,6561.150201,6218.595,101416.0469,-0.052209626
654,6224.18537,6097.46,63544.98047,-0.020360154
655,6086.984237,6107.896154,31135.6875,0.003435514
656,6120.653358,5908.7025,19272.76367,-0.034628796
657,6156.785473,6223.28,34328.92969,0.010800202
658,5927.597998,6374.754167,28403.65039,0.075436318
659,6032.409305,6466.069167,117520.7656,0.071888335
660,6145.145792,6626.44,56726.63281,0.07832104
661,6106.803904,6593.289167,109359.5469,0.079662827
662,6379.493707,6603.376667,70821.39844,0.035094158
663,6650.733592,6555.51,49448.66406,-0.014317758
664,6673.221385,6594.281667,21082.09375,-0.011829327
665,6765.092176,6753.559167,14311.04883,-0.001704782
666,6642.732314,6724.04,16937.48633,0.012240097
667,6641.743317,6510.791667,7321.120117,-0.019716458
668,6589.20486,6377.363333,7775.098633,-0.032149786
669,6587.290457,6403.18,12587.56055,-0.027949346
670,6734.778013,6244.3575,19640.56055,-0.072819106
671,6582.224899,6241,90230.46094,-0.051840359
672,6385.358992,6248.84,45229.50781,-0.021380003
673,6267.80462,6514.390833,29394.78125,0.03934172
674,6319.945675,6869.910833,29159.22852,0.087020551
675,6312.460904,7321.62,98225.17969,0.159867778
676,6325.574153,7396.401667,262139.625,0.169285426
677,6521.302196,7428.045,443192.3438,0.139043212
678,6989.573522,7334.99,442373.8125,0.04941882
679,7505.499207,7451.289167,195017.3281,-0.007222709
680,7884.940769,7689.884167,52462.96875,-0.024737865
681,7607.996976,7715.1,102655.6406,0.01407769
682,7572.086128,8251.165,76260.82813,0.089681874
683,7545.454957,8187.324167,201150.0625,0.085066999
684,7693.38955,7939.81,161937.8594,0.032030154
685,8052.902461,8182.251667,121338.7109,0.016062433
686,8006.106045,8206.341667,129175.9609,0.025010363
687,8662.597641,8220.91,105572.8594,-0.050987898
688,8245.287445,7916.800833,100040.8594,-0.039839316
689,8000.397672,7570.869167,67831.57813,-0.053688394
690,8045.739396,7607.7,111568.6094,-0.054443647
691,8065.541544,7394.499167,92351.5625,-0.083198676
692,7961.815904,7247.769167,195707.0313,-0.089683904
693,7635.357803,7011.28,234994.3281,-0.08173524
694,7364.397603,6988.079167,193643.4688,-0.05109969
695,7324.20597,6993.513333,162412.1719,-0.045150647
696,7192.730922,6718.23,126841.1094,-0.065969508
697,6889.514611,6396.7725,143745.25,-0.071520584
698,6683.014892,6396.494667,108101.5,-0.042872899
699,6771.024924,6138.96,72575.40625,-0.093348486
700,6620.373656,6311.131667,236856.0938,-0.046710655
701,6427.598435,6347.07,106242.8984,-0.012528542
702,6156.643072,6252.13,59184.82422,0.015509577
703,6246.087281,6362.676923,37423.24609,0.018666028
704,6180.826726,6342.629231,44786.71094,0.026178133
705,6140.010339,6312.75,20669.42188,0.028133448
706,6145.730684,6436.720833,39638.48828,0.04734834
707,6315.988744,6404.063333,80716.1875,0.013944703
708,6346.977149,6486.58,4769.648926,0.021995172
709,6385.619569,6401.246154,10128.88965,0.002447153
710,6376.967471,6575.229167,6888.23584,0.031090279
711,6505.948801,6354.57,14880.37207,-0.023267752
712,6442.722656,6543.645714,21732.79297,0.01566466
713,6526.755606,6719.429231,24534.61133,0.029520582
714,6473.23128,6738.27,38294.68359,0.040943805
715,6653.226982,6719.266154,21112.73828,0.009925886
716,6493.238204,7000.04,29416.74609,0.078050701
717,6652.962832,7078.19,78456.38281,0.063915458
718,6926.054294,6932.6625,69984.9375,0.000954108
719,6910.093894,6981.946154,32372.75,0.01039816
720,6856.339441,7018.78,55452.60156,0.023692024
721,7195.641429,7247.935385,37334.52344,0.007267449
722,7188.419612,7260.949231,21462.85352,0.010089786
723,7034.45567,7265.08,14709.52832,0.032784958
724,7047.690031,7113.069231,27393.45313,0.009276685
725,7109.324801,6433.271667,18879.33984,-0.09509386
726,7334.865589,6501.19,151946.0313,-0.113659286
727,7128.171248,6366.1075,240802.375,-0.106908732
728,6988.984608,6286.425833,323744.25,-0.100523726
729,6769.456608,6240.98,353683.5313,-0.078067803
730,6371.291869,6296.320833,172625.2031,-0.011767007
731,6347.424415,6273.1375,52839.21094,-0.011703474
732,6301.787118,6326.04,28998.53125,0.003848572
733,6181.385418,6499.0625,15247.86914,0.051392538
734,5875.664326,6518.655,41679.05859,0.109432847
735,6352.278687,6522.39,224505.625,0.026779573
736,6293.981268,6400.600833,36681.10156,0.016939924
737,6389.249853,6296.631667,30969.18164,-0.014495941
738,6595.66823,6342.39,20200.41797,-0.038400693
739,6482.170682,6418.562667,34328.16797,-0.009812765
740,6447.474781,6669.990833,12118.66699,0.034512124
741,6412.951305,6756.12,28936.83398,0.05351182
742,6388.061809,6710.445,43689.13672,0.050466511
743,6461.440377,6639.304167,39880.73047,0.027526957
744,6564.897674,6583.45,37221.61719,0.002825989
745,6819.614137,6468.631667,14558.74805,-0.051466617
746,6792.61969,6535.476667,29598.92773,-0.037856237
747,6658.460666,6686.08,27258.375,0.004148006
748,6594.379629,6550.474167,13147.85645,-0.006658012
749,6548.400186,6593.135,12416.07422,0.006831411
750,6501.173594,6611.02,10787.06152,0.016896396
751,6531.213418,6562.641667,10276.27344,0.004812008
752,6645.324089,6470.4025,7807.313477,-0.026322507
753,6571.58527,6483.73,5649.334473,-0.013368961
754,6554.561232,6568.549167,6493.503906,0.002134076
755,6565.092161,6581.486667,5279.796875,0.002497224
756,6549.353354,6573.62,2976.960449,0.003705197
757,6448.848983,6618.567692,3329.592285,0.026317675
758,6507.106147,6621.711667,8949,0.017612364
759,6585.611443,6626.85,4590.147461,0.006261918
760,6595.318078,6248.635833,3965.763184,-0.052564901
761,6565.542304,6260.530833,40696.75,-0.046456402
762,6575.804749,6247,46354.38281,-0.050002207
763,6525.671994,6299.399167,70588.14844,-0.034674257
764,6483.61489,6452.571667,68552.625,-0.00478795
765,6243.585546,6599.17,32401.44141,0.056951963
766,6267.035769,6596.276154,35376.21094,0.052535265
767,6339.091616,6568.040769,56349.67578,0.036117029
768,6440.054487,6509.61,55497.44531,0.010800454
769,6420.382793,6488.825833,21895.98438,0.010660274
770,6692.420889,6531.601667,36550.42969,-0.024030052
771,6575.83299,6504.78,9560.538086,-0.010805169
772,6539.878066,6481.426,5901.30957,-0.008937791
773,6499.946856,6508.31,2444.523926,0.001286648
774,6491.206815,6489.77,1210.427856,-0.000221348
775,6505.303418,6473.753333,1121.998901,-0.004849902
776,6477.844566,6465.9175,913.3843994,-0.001841209
777,6456.716665,6457.21,650.4036865,7.64064E-05
778,6483.569195,6382.668333,1399.905518,-0.015562549
779,6465.052263,6309.452857,4531.858398,-0.024067772
780,6419.630287,6301.61,9926.904297,-0.018384281
781,6408.677598,6342.280833,9391.249023,-0.010360447
782,6392.936745,6387.674167,7375.942871,-0.000823186
783,6341.049553,6390.42,3504.371582,0.007785848
784,6305.298313,6391.873333,2373.674561,0.013730519
785,6316.491462,6436.965,3531.164551,0.019072857
786,6362.010735,6437.76,5687.243652,0.011906497
787,6366.877806,6538.79,3609.045654,0.02700102
788,6439.918471,6486.251667,14677.28711,0.007194687
789,6443.431521,6444.97,5042.967773,0.000238767
790,6491.990458,6399.033333,3329.203613,-0.01431874
791,6458.98334,6378.268333,3031.61084,-0.01249655
792,6557.964579,6408.53,6876.238281,-0.022786732
793,6451.557147,6372.063333,9034.719727,-0.012321648
794,6409.406912,6176.155,4675.154785,-0.036392121
795,6343.1632,5756.77,21480.44336,-0.092444918
796,6269.300417,5596.1925,109882.2031,-0.107365714
797,6220.597712,5558.243333,221007.4688,-0.10647761
798,6107.497372,5572.44,267672.6875,-0.087606648
799,5851.790532,5303.9425,251311.8281,-0.093620581
800,5585.116313,4671.97,145818.3281,-0.163496382
801,5342.595335,4491.98,310596,-0.15921388
802,5240.35977,4548.7975,414674.8125,-0.131968472
803,5168.215031,4309.3375,333451.8438,-0.166184558
804,4824.387387,4352.98,402028.3438,-0.097713419
805,4421.690575,3823.511667,119804.9219,-0.135282851
806,4245.344766,3920.536667,179143.9063,-0.076509239
807,4287.02709,3793.35,143930.3438,-0.115156046
808,4015.520811,4103.453846,145234.0313,0.021898289
809,3940.827011,4263.783333,52591.54297,0.081951408
810,3723.010532,4278.77,113400.5469,0.149276899
811,3877.742483,4116.7775,66007.63281,0.061642829
812,3812.004706,4167.546667,76582.6875,0.093269025
813,4157.697232,4140.6,74458.41406,-0.004112188
814,4255.27684,3961.493333,19693.74414,-0.069039811
815,4297.342657,3858.349167,40137.38672,-0.102154639
816,4101.978782,3744.98,40730,-0.08703087
817,4046.660255,3405.643333,61194.19922,-0.15840641
818,3967.497015,3435.34,150111.4531,-0.134129153
819,3790.302823,3453.66,90429.79688,-0.088816867
820,3618.976143,3523.96,65902.80469,-0.026254979
821,3575.824939,3426.19,33173.48828,-0.041846271
822,3357.134704,3407.28,24575.83984,0.014936933
823,3300.832157,3406.7625,6476.274414,0.032092011
824,3376.089057,3278.374167,12388.59375,-0.028943221
825,3418.238981,3242.42,13116.08398,-0.051435544
826,3297.833951,3271.238333,8897.011719,-0.008064572
827,3356.585885,3392.405,31689.53711,0.010671294
828,3347.563849,3556.54,4977.664551,0.062426338
829,3296.481055,3808.0425,11021.53125,0.1551841
830,3256.057101,3982.850833,56196.19922,0.223212834
831,3377.407563,4135.19,138498.3906,0.224368076
832,3597.58702,3910.973333,186835.0938,0.087110141
833,3903.902071,4027.478333,109827.0156,0.03165455
834,4247.581209,3995.17,50799.19531,-0.059424693
835,4289.379447,3813.88,74911.88281,-0.110855067
836,4232.680774,3825.379167,108338.4141,-0.096227811
837,3919.923751,3848.21,51096.48438,-0.01829468
838,3938.002311,3743.905,23264.83984,-0.049288267
839,3900.265522,3912.285833,25667.58984,0.003081921
840,3810.797747,3770.36,10983.94434,-0.01061136
841,3734.306498,3791.545833,12411.05273,0.015327969
842,3817.629358,3752.271667,13218.40039,-0.017119968
843,3750.310141,3855.88,8997.818359,0.028149634
844,3817.673777,3865.7975,4763.702637,0.01260551
845,3795.821736,3822.626667,5121.274414,0.007061694
846,3796.806499,3856.62,1997.116943,0.015753634
847,3777.091183,3920.456667,4170.535645,0.037956585
848,3867.217644,4036.093333,3746.635498,0.043668525
849,3878.299708,4032.25,8429.921875,0.039695305
850,3889.213758,4034.138333,12431.25195,0.037263206
851,3915.548402,3812.585833,9321.579102,-0.026295823
852,3990.496457,3646.25,8440.136719,-0.086266574
853,4087.302896,3646.345833,30200.10352,-0.107884606
854,3975.263477,3599.841667,53575.19922,-0.094439479
855,3906.055365,3531.96,61199.11328,-0.095773185
856,3705.467215,3656.785,56268.11328,-0.013137943
857,3596.073825,3621.270833,20385.45508,0.007006811
858,3595.051065,3621.43,13097.5791,0.007337569
859,3595.720727,3632.395,10779.11523,0.010199422
860,3448.34607,3690.523333,9527.128906,0.070229976
861,3541.472016,3703.98,28294.58203,0.045887129
862,3653.589381,3548.4275,18378.26953,-0.028783169
863,3637.869571,3540.02,7815.166504,-0.026897493
864,3624.630162,3587.35,7387.691406,-0.010285232
865,3665.883456,3566.4,6615.574219,-0.027137648
866,3653.023922,3586.25,10180.19824,-0.018279081
867,3557.925786,3577.79,2571.797852,0.005583088
868,3539.796453,3576.3,1263.394165,0.010312329
869,3571.145758,3554.5,920.1102295,-0.004661181
870,3573.883802,3448.58,981.3608398,-0.035060961
871,3498.016245,3421.6,5666.118652,-0.021845595
872,3538.59039,3470,10161.0293,-0.019383535
873,3529.756946,3444.81,4398.395996,-0.024065948
874,3502.528589,3475.33,6118.596191,-0.007765415
875,3437.551757,3506.22,2415.919434,0.019975915
876,3417.732645,3456.02,3009.952148,0.01120256
877,3457.490483,3452.35,1903.664063,-0.001486767
878,3447.425482,3467.34,1643.364868,0.005776635
879,3430.560482,3405.7,1152.727783,-0.00724677
880,3502.551413,3394.76,5902.646973,-0.030775112
881,3448.068085,3661.08,3480.82373,0.061777178
882,3457.555886,3664.38,18369.54883,0.05981801
883,3491.228707,3686.29,12568.31738,0.055871818
884,3480.462532,3629.47,21986.60938,0.042812548
885,3465.945068,3632.42,26113.80078,0.048031613
886,3810.782873,3614.5,16249.16113,-0.051507231
887,3715.523719,3600.31,14781.89551,-0.031008743
888,3701.492027,3608.2,8885.365234,-0.025203898
889,3622.19991,3619.55,5066.482422,-0.000731575
890,3615.170188,3670.74,2158.180176,0.015371285
891,3613.48164,3910.8,1217.953857,0.082280302
892,3644.882485,3926.53,25923.75586,0.077272043
893,3650.261571,3987.18,24805.85547,0.092299804
894,3731.16366,3944.88,51672.13281,0.057278737
895,3825.552774,3983.48,42011.50781,0.041282198
896,4141.300946,4139.6,16053.81738,-0.000410727
897,4048.224447,3766.89,20204.97852,-0.069495763
898,4044.168041,3848.33,54412.14844,-0.048424803
899,3931.261267,3831.45,33744.41016,-0.025389121
900,3947.008963,3833.23,31071.24414,-0.028826629
901,4140.736579,3850.08,29799.55273,-0.070194414
902,3779.235487,3834.62,41950.71484,0.014654952
903,3810.833673,3831.44,2742.486084,0.005407301
904,3818.962503,3814.58,3076.25415,-0.001147564
905,3833.222559,3730.98,2350.102295,-0.026672743
906,3650.482949,3872.25,5252.770996,0.060750058
907,3815.400889,3876.85,41835.57422,0.016105545
